DARIO SOLARI;Conte di Luna
ANNA KASYAN;Leonora
ANNA MALAVASI;Azucena
ANTONIO CORIANO;Manrico
DEYAN VATCHKOV;Ferrando
LAURA BALDASSARI;Ines
GIORGIO TRUCCO;Ruiz e Un Messo
DIEGO MANTO;Un vecchio zingaro
EZGI KUTLU;Elisabetta, regina dInghilterra
SIMONE SCHNEIDER;Maria Stuarda, regina di Scozia
LEONARDO CAPALBO;Roberto, conte di Leicester
YALUN ZHANG;Giorgio Talbot
ADAM KIM;Lord Guglielmo Cecil
MIRELLA HAGEN;Anna Kennedy
DEBORAH VOIGT;Minnie
MARCELLO GIORDANI;Dick Johnson
LUCIO GALLO;Jack Rance
JACKSON;Wowkle GINGER COSTA-
TONY STEVENSON;Nick
HUGO VERA;Trin
ADAM LAURENCE HERSKOWITZ;Harry
MICHAEL FOREST;Joe
EDWARD MOUT;Un postiglione
DWAYNE CROFT;Sonora
TREVOR SCHEUNEMANN;Sid
RICHARD BERNSTEIN;Bello
DAVID CRAWFORD;Happy
EDWARD PARKS;Larkens
KEITH MILLER;Ashby
OREN GRADUS;Jake Wallace
PHILIP COKORINOS;Billy Jackrabbit
JEFF MATTSEY;Jos Castro
ILDAR ABDRAZAKOV;Moise
NICOLA ALAIMO;Pharaon
ERIC CUTLER;Amnophis
JUAN FRANCISCO GATELL;Elizer
RICCARDO ZANELLATO;Osiride / Una voce misteriosa
SAVERIO FIORE;Aufide
SONIA GANASSI;Sinaide
ANNA KASYAN;Anai
BARBARA DI CASTRI;Marie
YI SHEU;Etoile ospite FANG-
LAURA PUDWELL;Dido, regina di Cartagine
DOUGLAS WILLIAMS;Aenas, principe troiano
YULIA VAN DOREN;Belinda
STOOTS;La Maga JASON Mc
TERESA WAKIM;Seconda donna
CARRIE HANEMANN;Seconda strega
BRENNA WELLS;Prima strega
JOSE LEMOS;Uno spirito
ELENA NEBERA;Leonore-Fidelio
FRANCISCO ARAIZA;Florestan
RUBN AMORETTI;Don Pizarro
CARSTEN WITTMOSER;Rocco
MARA ALEJANDRES;Marzelline
GUILLERMO RUIZ;Don Fernando
EMILIO PONS;Jaquino
JUAN CARLOS LOPEZ MUOZ;Primo prigioniero
ARTURO LPEZ CASTILLO;Secondo prigioniero
INBA;Foto
ENRICO IORI;Il Marchese di Calatrava
VIOLETA URMANA;Donna Leonora
ROBERTO FRONTALI;Don Carlo di Vargas
SALVATORE LICITRA;Don Alvaro
ELENA MAXIMOVA;Preziosilla
ROBERTO SCANDIUZZI;Il padre guardiano
ROBERTO DE CANDIA;Fra Melitone
ANTONELLA TREVISAN;Curra
CARLO BOSI;Mastro Trabuco
FILIPPO POLINELLI;Un alcade
CATS;
AZZURRA ADINOLFI;Bombalaurina
FEDERICA BALDI;Jemima
DENISE BRAMBILLASCA;Demetra
GIANLUCA CIATTI;Caligola/Gattigre
ROBERTO COLOMBO;Sghemboexpress
SIMON DE ROSE;Alonzo
TIZIANA EDINI;Parsifal
STEFANIA FRATEPIETRO;Jennytuttapois
LUCA GIACOMELLI;Macavity/Platone
SILVANA ISOLANI;Cassandra
ALESSANDRO LANZILOTTI;Mr.Mistofeles/Quazo
SALVATORE MARCHIONE;Mangojerry
ROBERTO MIOLLA;Victoria
FABIO MONTI;Gus/Asparagus
ALESSANDRO NERI;Deuteronomio/Ciccio Gourmet
GIULIA OTTONELLO;Grisabella
MARIA SILVIA ROLI;Zampalesta
ANDREA ROSSI;Ram Tam Taggher
LAURA SAFINA;Exotica
LOREDANA SARTORI;Jellilora/Occhibui
ANDREA VERZICCO;Munkostrap
CHIARA VINCI;Electra
SILVIA DALLA BENETTA;Hanna Glawari
GEZIM MYSHKETA;Conte Danilo Danilowitsch
BRUNO PRATICO;Barone Mirko Zeta
DAVINIA RODRIGUEZ;Valencienne
RICARDO BERNAL;Camille De Rossillon
DARIO GIORGELE;Visconte Cascada
SAVERIO BAMBI;Raoul de St.Brioche
ALESSIO COLAUTTI;Bogdanowitsch
MARZIA POSTOGNA;Sylviane
STEFANO CONSOLINI;Kromow
ILARIA ZANETTI;Olga
GIULIANO PELIZON;Pritschitsch
SARA ALZETTA;Praskowia
GENNARO CANNAVACCIULO;Njegus
ANNE SCHWANEWILMS;La Marescialla
FRANZ HAWLATA;Il Barone Ochs
JOYCE DI DONATO;Octavian
LAURENT NAOURI;Faninal
OFELIA SALA;Sophie
INGRID KAISERFELD;Marianne
PETER BRONDER;Valzacchi
HELENE SCHNEIDERMAN;Annina
SCOTT WILDE;Un commissario di polizia
ANGEL RODRIGUEZ;Maggiordomo della Marescialla
JOSEP FADO;Maggiordomo di Faninal
LYNTON BLACK;Un notaio
CHRISTOPH HOMBERGER;Locandiere
ALESSANDRO LIBERATORE;Un cantante
TETYANA MELNYCHENKO;Tre nobili orfane
MAIRA RODRIGUEZ;
ROSAIDA CASTILLO;
CONSUELO GARRES;Una modista
HOUARI LOPEZ ALDANA;Un venditore di animali
GAIZKA GURRUCHAGA;Quattro Lacch della Marescialla
CARLOS SILVA;
GUSTAVO GILBERT;
ABELARDO CARDENAS;
JOSE ALBERTO GARCIA;Quattro camerieri
JOSE CARLO MARINO;
HAROLD TORRES;
RUBEN BELMONTE LILLO;
IVO STANCHEV;Un domestico
YOLANDA AUYANET;Violetta Valry
MARIANNA VINCI;Flora Bervoix
MINA PAVLOVA;Annina
FRANCOIS BORRAS;Alfredo Germont JEAN-
DAMIANO SALERNO;Giorgio Germont
SAVERIO PUGLIESE;Gastone
MIRKO QUARELLO;Il Barone Douphol
PASQUALE AMATO;Il Marchese DObigny
LUCIANO LEONI;Il Dottor Grenvil
ALESSANDRO MUNDULA;Giuseppe
MARCO PIRETTA;Commissionario
CO;Fraschini di Pavia  Ponchielli di Cremona  Grande di Brescia  Sociale di Como AS.LI.
PAOLO BORDOGNA;Don Pasquale
LINDA CAMPANELLA;Norina
IVAN MAGRI;Ernesto
CHRISTIAN SENN;Malatesta
LUIGI BARILONE;Un notaro
RAFFAELLA ANGELETTI;Madama Butterfly
ANDREA CARE;Pinkerton
DOMENICO BALZANI;Sharpless
DAMIANA PINTI;Suzuki
GREGORY BONFATTI;Goro
PAOLO MARIA ORECCHIA;Principe Yamadori
RICCARDO FERRARI;Lo zio bonzo
JOHNA PAUL HUCKLE;Commissario Imperiale
FRANCO RIZZO;Lufficiale del registro
MARCO SPORTELLI;Yakusid
ROBERTA GARELLI;Kate Pinkerton
DANIELA VALDENASSI;La madre di Cio-Cio-San
ANNA MARIA BORRI;La cugina
RITA LA VECCHIA;La zia
LUCA BOSSO;Il figlio di Butterfly
MARIELLA DEVIA;Violetta Valry
STEFAN POP;Alfredo Germont
GIANFRANCO MONTRESOR;Giorgio Germont
ASUYE KARAYAVUZ;Flora Bervoix
IORIO ZENNARO;Gastone
GIANLUCA MARGHERI;Barone Douphol
ALESSANDRO SVAB;Marchese DObigny
MANRICO SIGNORINI;Dottor Grenvil
LUCIA PREMERL;Annina
ALESSANDRO DE ANGELIS;Giuseppe
GIULIANO PELIZON;Il domestico di Flora
IVO FEDERICO;Un commissionario
ALICE BORCIANI;Cappuccetto Rosso
KARINA ORGANJAN;La  mamma, la moglie del taglialegna, la nonna
LUCA GALLO;Il  taglialegna, il lupo, la nonna mascherata
TAJANA RAJ;Carmen
TIMOTHY RICHARDS;Don Jos
ADAM KIM;Escamillo
MICHAELA SCHNEIDER;Micaela
MARK MUNKITTRICK;Zuniga
KAI PREUSSKER;Morales
HEINZ GOEHRING;Dancaire
HANS KITTELMANN;Remendado
YUKO KAKUTA;Frasquita
DIANA HALLER;Mercedes
CHRISTOPH KAIL;Clown
MILAGROS MARTIN;Amapola
LUIS CANSINO;Conde Mario
RICARDO MUIZ;Ivan
MARIELA TREJOS;Madre Ulita
WILSON HIDALGO;Alesko
LORENA ARANDA;Coral
ARTUR VIGO;Goron
ROSA PARODI;Simeona
GIANNINA SALGADO;Estrella
GINETTE URBINA;Charito
PAOLA DEL CARPIO;Margot
LUIS ASMAT;Alfonso
JOSE LUIS COSTA;Ernesto
PEDRO BERDEJO;Juan
NOE VALDIVIEZO;Urko
ALEXANDER PACHECO;Cristobal
ELSA MORINO;Amici di Mario GISELLA MILLA,
ANGEL LOPEZ;RONALD SAENZ,
JASKO SAKO;Madama Butterfly (Cio-cio-san)
ELENA BRESCIANI;Suzuki, servente di Butterfy
MIRIAM ARTIACO;Kate Pinkerton
GIUSEPPE VARANO;Franklin Benjamin Pinkerton
JOOTAEK KIM;Sharpless,Console
ROBERTO JACHINI VIRGILI;Goro
GIAMPIERO CICCINO;Il Principe Yamadori e Il Commissario imperiale
DARIO RUSSO;Lo zio Bonzo
ROBERTO GATTEI;Yakusid
ALESSANDRO PUCCI;Lufficiale del registro
MARIANGELA MARINI;La madre di Cio-Cio-san
MARTA TORBIDONI;La zia
INNA SAVCHENKO;La cugina
NICHOLAS GRAHAM;Dolore
ANDREW RICHARDS;Don Jos
ALEXANDER VINOGRADOV;Escamillo
FRANCIS DUDZIAK;Le Dancare
RODOLPHE BRIAND;Le Remendado
MATHIAS HAUSMANN;Morals
GABOR BRETZ;Zuniga
ELENA MAXIMOVA;Carmen
ALEXIA VOULGARIDOU;Micala
TARA VENDITTI;Frasquita
ADRIANA KUCEROVA;Mercds
AGNESE VITALI;Une marchande doranges
BRUNO GAUDENZI;Un bohmien
GABRIEL DA COSTA;Lillas Pastia
CARMINE MARINGOLA;Prete (Guida)
JILL GARDNER;Floria Tosca
RICHARD CRAWLEY;Mario Cavaradossi
BRADLEY GARVIN;Barone Scarpia
ANTON BELOV;Cesare Angelotti
NEAL FERREIRA;Spoletta
STEVEN SMITH;Sacrestano T.
TAYLOR HORNER;Sciarrone
FURNARI;Carceriere FRED S.
RYAN WILLIAMS;Pastorello
CARLO COLOMBARA;Don Giovanni
ELENA ROSSI;Donna Anna
ARPINE RAHDJIAN;Donna Elvira
CARLO LEPORE;Leporello
FRANCESCO MARSIGLIA;Don Ottavio
SANDRA PASTRANA;Zerlina
LUCIANO LEONI;Masetto
LUCIANO MONTANARO;Commendatore
STEFANIA SILVESTRI;Clorinda
OMAR MONTANARI;Don Magnifico
EDGARDO ROCHA;Don Ramiro
ALESSIA NADIN;Tisbe
VALTER BORIN;Il Duca di Mantova
ROBERT HYMAN;Rigoletto
LINDA CAMPANELLA;Gilda
ANDREA MASTRONI;Sparafucile
ANNUNZIATA VESTRI;Maddalena
MONICA TAGLIASACCHI;Giovanna
PAOLO BUTTOL;Monterone
GIUSEPPE NICODEMO;Marullo
ORFEO ZANETTI;Borsa
ALEXANDAR STEFANOVSKIJ;Ceprano
ALESSANDRA FERRARI;La Contessa
GILLES ARMANI;un usciere
GABRIELLA SELVAGGIO;un paggio
DESIREE RANCATORE;Musica di Gaetano DonizettiAdina
CELSO ALBELO;Nemorino
ROBERTO DE CANDIA;Belcore
BRUNO DE SIMONE;Il dottor Dulcamara
ORIANA KURTESHI;Giannetta
CLARA POLITO;La Regina della notte
ANICIO ZORZI GIUSTINIANI;Monostato
SERENA GAMBERONI;Pamina
LAURA CATRANI;Papagena
FILIPPO BETTOSCHI;Papageno
STEFANO RINALDI MILIANI;Sarastro
LEONARDO CORTELLAZZI;Tamino
LOREDANA ARCURI;Prima Dama
ANGELA NICOLI;Seconda Dama
LORENA SCARLATA;Terza Dama
MARCO VOLERI;Primo Armigero/Secondo Sacerdote
ALESSANDRO CALAMAI;Secondo Armigero/Primo Sacerdote
SILVIA SPRUZZOLA;Primo Paggio
BEATRICE PALUMBO;Secondo Paggio
SIMONA DI CAPUA;Terzo Paggio
RINAT SHAHAM;Carmen
ANDREA CARE;Don Jos
DARIA MASIERO;Micaela
NMON FORD;Escamillo
GIANFRANCO MONTRESOR;Zuniga
NATALIA ROMAN;Frasquita
MILENA JOSIPOVIC;Mercedees
GABRELE NANI;Le Dancaire
MAX RENE COSOTTI;Le Remendado
DONATO DI GIOIA;Morales
CHRISTINE GOERKE;Leonore
MICHAEL HENDRICK;Florestan
SCOTT BEARDEN;Don Pizarro
ANDREW FUNK;Rocco
MEREDITH HANSEN;Marzelline
ROBERTO HONEYSUCKER;Don Fernando
JASON FERRANTE;Jaquino
FLAVIO OLIVER;Montezuma
LOURDES AMBRIZ;Eupafrice
ROGELIO MARIN;Tezeuco
LUCIA SALAS;Pilpato
LINA LOPEZ;Erissena
ADRIAN GEORGE POPESCU;Fernando  Corts
CHRISTOPHE CARRE;Narvz
ALEXEJ YAKIMOV;Musica di Vincenzo BelliniIl Conte Rodolfo
NADIJA PETRENKO;Teresa
JESSICA PRATT;Amina
ENEA SCALA;Elvino
MARINA BUCCIARELLI;Lisa
MIHAIL DOGOTARI;Alessio
LUCA GRANZIERA;Un notaro
JESSICA PRATT;Amina
ENEA SCALA;Elvino
ALEXEJ YAKIMOV;Conte Rodolfo
NADIYA PETRENKO;Teresa
ROLANDO VILLAZON;Nemorino
IRINA LUNGU;Adina
GIORGIO CAODURO;Belcore
RENATO GIROLAMI;Dulcamara
BARBARA BARGNESI;Giannetta
FILIPPO MORACE;Osmarino
GABRIELLA LOCATELLI SERIO;Fiammetta
ELENA ROSSI;Irene
SONIA LUBRINI;Lisetta
GABRIELE SAGONA;Il Barone
LIVIO SCARPELLINI;Orosmondo
ANNAMARIA PENNISI;Adelaide
LUIGI BARILONE;Maghinardo
FILIPPO MORACE;Don Annibale
MAURIZIO MAGNINI;Enrico
ELENA ROSSI;Serafina
ENRICO BERUSCHI;Spiridione
ANNAMARIA PENNISI;Mamma Rosa
GIUSEPPE VERDI;Musica di
GIOVANNI BATTISTA PARODI;Attila
SEBASTIAN CATANA;Ezio
SUSANNA BRANCHINI;Odabella
ROBERTO DE BIASIO;Foresto
CRISTIANO CREMONINI;Uldino
ZYIAN ATFEH;Leone
KONSTANTIN GORNY;Conte di Walter
DMYTRO POPOV;Rodolfo
JENICE GOLBOURNE;Federica dOstheim
ATTILA JUN;Wurm
ANDREY BREUS;Miller
ANNEMARIE KREMER;Luisa
DIANE HALLER;Laura
BO YONG KIM;Un contadino
LAURA BUENO;Gigi
SHERWOOD MONTGOMERY;Honor Lachailles  J.
BENJAMIN ROBINSON;Gaston Lechailles
JAMES;Liane dExelmans HANNAH M.
RITA CANTOS CARTWRIGHT;Ins lvarez (mamita)
LEIGH SCARRITT;Tia Lucia
JARED STOVELL;Charles, maggiordomo
MORGAN HOLLINSWORTH;Violinista
KIT MEDINA;Sandomir
SILVINS;Manuel y Maitre Duclos JOE H.
ANTONY BALLARD;Maitre Dufresne
DAVIDE BARTOLUCCI;Pandolfe
LAVINIA BINI;Zerbine
MATTIA OLIVIERI;Scapin
MICAELA CAROSI;Aida
MARCELLO GIORDANI;Radames
DOLORA ZAJICK;Amneris
MARCO VRATOGNA;Amonasro
HAO JIANG TIAN;Ramfis
CHRISTINA VAN HORN;Re dEgitto
LEAH CROCETTO;Sacerdotessa
DAVIR LOMEL;Messaggero
LUCA TITTOTO;Creonte
LORENZO DECARO;Giasone
ELEONORA BURATTO;Glauce
MARIA BILLERI;Medea
ALESSANDRA PALOMBA;Neris
ARIANNA BALLOTTA;Prima Ancella
MARIA LETIZIA GROSSELLI;Seconda Ancella
PASQUALE AMATO;Capo delle guardie del Re
CO;Fraschini di Pavia  Sociale di Como AS.LI.
KATIA ESCALERA;Suor Angelica
JIMENA LLANOS;La zia Principessa
MONICA CANALES;La Badessa
MARIELA MONZN;La Suora Zelatrice
PILAR CIRUELOS;La Maestra delle Novizie
ROSALINDA PALOMINO;Suor Genovieffa
ROSARIO VEGA;Suor Osmina
ELSA MORINO;Suor Dolcina
EDDA PAREDES;La suora infermiera
GISELLA MILLA;Una novizia
JENNY RIVERO;Suore cercatrici XIMENA AGURTO,
MONICA VILLANUEV;Due converse CECILIA SOLIS,
GIANNI SCHICCHI;
GIUSEPPE ALTOMARE;Gianni Schicchi
JOSEFINA BRIVIO;Lauretta
MAURICIO MIRANDA VILLASOL;Rinuccio
MONICA CANALES;Zita
LORENA ARANDA;Nella
WILSON HIDALGO;Gherardo
KENNY HUERTOS;Gherardino
XAVIER FERNNDEZ;Betto Di Signa
CARLOS MARTNEZ;Simone
PILAR CIRUELOS;La Ciesca
OSCAR CUYA;Marco
JOS SACN;Ser Amantio Di Nicolao
ARTURO VIGO;Mastro Spinelloccio
JOS LUIS COSTA;Guccio tintore
MARCELO GUILLEN;Pinellino calzolaio
GREGORY KUNDE;Poliuto
PAOLETTA MARROCU;Paolina
SIMONE DEL SAVIO;Severo
ANDREA PAPI;Callistene
MASSIMILIANO CHIAROLLA;Nearco
DIONIGI DOSTUNI;Felice
PLACIDO DOMINGO;Pablo Neruda
CHARLES CASTRONOVO;Mario Ruoppolo
AMANDA SQUITIERI;Beatrice Russo
DOMAS;Matilde Neruda CRISTINA GALLARDO-
NANCY FABIOLA HERRERA;Donna Rosa
VLADIMIR CHERNOV;Giorgio
JOSE ADAN PEREZ;Don Cosimo / Voce di Antonio
GABRIEL LAUTARO OSUNA;Padre di Mario
CHRISTOPHER GILLETT;Un sacerdote
LUCA DALLAMICO;Il Marchese di Calatrava
TERESA ROMANO;Donna Leonora
MARCO DI FELICE;Don Carlo di Vargas
ZORAN TODOROVICH;Don Alvaro
ANNA MARIA CHIURI;Preziosilla
ROBERTO SCANDIUZZI;Il padre guardiano
PAOLO PECCHIOLI;Fr Melitone
ANNUNZIATA VESTRI;Curra
GIACOMO MEDICI;Un alcade
PAULO PAOLILLO;Mastro Trabuco
REBECA OLVERA;Giulia
GUADALUPE PAZ;Lucilla
DANIELE ZANFARDINO;Dorvil
CHARLES OPPENHEIM;Blansac
JOSUE CERON;Germano
OSCAR ROA;Don Eusebio
REBECA OLVERA;Berenice
DANIELE ZANFARDINO;Conte Alberto
JOSUE CERON;Parmenione
GUADALUPE PAZ;Ernestina
CHARLES OPPENHEIM;Martino
SANDRA PIQUES EDDY;Dinah
STEPHEN SALTERS;Sam
BRIAN ROBINSON;Solo trio MEGAN ROTH,
DAVID LARA;
JUDY KAYE;Julia Child
TEODOR ILINCAI;Faust
ALEXANDER VINOGRADOV;Mphistophls
LUCA SALSI;Valentin
WILLIAM CORRO;Wagner
CARMELA REMIGIO;Marguerite
KETEVAN KEMOKLIDZE;Siebel
ANNUNZIATA VESTRI;Marthe
HANS EVERE MOGOLLON;Don Ramiro,
JOSUE CERON;Dandini,
NOE COLIN;Don Magnifico,
ZAIRA SORIA;Clorinda,
GABRIEL THIERRY;Tisbe,
LUIS RODARTE;Alidoro,
GUADALUPE PAZ;Angelina,
ALEXIA VOULGARIDOU;Micaela
MARIANNA ORTIZ;Frasquita
JENNIFER HOLLOWAY;Mercds
YONGHOON LEE;Don Jos
KYLE KETELSEN;Escamillo
FRANCOIS LIS;Ziga
JOSE ADAN PEREZ;Dancare
MATHIAS HAUSMANN;Morales
HAK SOO KIM;Remendado
JOSEFINA BRIVIO;Ruggiero,
KIRSTEN SOLLEK;Bradamante,
PAMELA FLORES;Morgana,
ANDREW BIDLACK;Oronte,
PATRICIO SABATE;Melisso,
MARCELA GONZALES;Oberto,
ALESSANDRO LIBERATORE;Arvino
MICHELE PERTUSI;Pagano
ALEXANDRA ZABALA;Viclinda
DIMITRA THEODISSIOU;Giselda
ANDREA MASTRONI;Pirro
ENRICO COSSUTTA;Un priore della citt
LUCA DALLAMICO;Acciano
FRANCESCO MELI;Oronte
ANNUNZIATA VESTRI;Sofia
ANBETA TOROMANI;Ballerina solista,
MICHAEL SPYRES;Ozia,
ALISA KOLOSOVA;Giuditta,
MARTA VANDONI IORIO;Amital,
NAHUEL DI PIERRO;Achior,
BARBARA BARGNESI;Cabri,
ARIANNA VENDITTELLI;Carmi,
BETULIA LIBERATA;
LAURA POLVERELLI;Giuditta,
TERRY WEY;Ozia,
DIMITRI KORCHAK;Carmi,
VITO PRIANTE;Achior,
MARLIN MILLER;Il prologo / Quint
ANITA WATSON;Listitutrice
PETER SHAFRAN;Miles
ELEANOR BURKE;Flora
JULIE MELLOR;Mrs.Grose
ALLISON OAKES;Miss Jessel
JOS CURA;Edgar
ALESSANDRO SPINA;Gualtiero
MARCO VRATOGNA;Frank
PATRIZIA ORCIANI;Fidelia
GIUSEPPINA PIUNTI;Tigrana
DEBORAH VOIGT;Musica di Giacomo PucciniMinnie
SALVATORE LICITRA;Dick Johnson
ROBERTO FRONTALI;Jack Rance
STEVEN COLE;Nick
TIMOTHY MIX;Sonora
KEVIN LANGAN;Ashby
DAVID LOMELI;Harry
BRIAN JADGE;Joe
MATTHEW ONEILL;Trin
TREVOR SCHEUNEMANN;Jack Wallace
AUSTIN KNESS;Un cameriere
KENNETH OVERTON;Sid
IGOR VIEIRA;Happy
BRIAN LEERHUBER;Larkens
MAYA LAHYANI;Wowkle
JEREMY MILNER;Billy Jackrabbit
JUAN FRANCISCO GATELL;Polidoro
LAURA POLVERELLI;Flaminio
MARINA DE LISO;Giustina
SERENA MALFI;Ferdinando
LAURA CHERICI;Checca
VITO PRIANTE;Vastiano
LORENZO REGAZZO;Don Pasquale
GABRIELE NANI;Malatesta
EMANUELE DAGUANNO;Ernesto
FEDERICA CARNEVALE;Norina
YANNIS VASSILAKIS;Un notaro
ANJA SCHLOSSER;Tatiana PETRA MARIA SCHNITZEROlga
STEFANIA KALUSA;Larina
CORNELIA KALLISCH;Filipjewna
THOMAS HAMPSON;Evgeni Onegin
PIOTR BECZALA;Lenskij
MATTI SALMINEN;Principe Gremin
VALERIY MURGA;Triquet BOGUSLAW BIDZINSKISaretskij
BARBARA FRITTOLI;Luisa Miller
LILIANA NIKITEANU;Federica, duchessa dOstheim
AGNIESZKA ADAMCZAK;Laura
LASZLO POLGAR;Il Conte di Walter
FABIO ARMILIATO;Rodolfo, suo figlio
RUBEN DROLE;Wurm, castellano di Walter
LEO NUCCI;Miller, vecchio soldato in ritiro
ALEJANDRO LARRAGA;Un contadino
JULIANE BANSE;Grete Graumann
STEFANIA KALUSA;Der Frau des alten Graumann
TERESA SEDLMAIR;Mizzi / eine choristen
SUSANNE GROBHOLZ;Milli / eine ender choristen
CAMILLE BUTCHER;Mary
ANDREA SCHWENDENER;Eine Spanierin
IRENE FRIEDLI;Die Kellnerin
AGNIESZKA ADAMCZAK;Madchen
ROBERTO SACCA;Fritz
VALERIJ MURGA;Dr.Vigilius
CHEYNE DAVIDSON;Ein Schmierenkomdiant
MORGAN MOODY;Der alte Graumann/ Rudolf
TOMASZ SLAWINSKI;Der Wirt / 1 Gast
OLIVER WIDMER;Der Graf
DAVIDE FERSINI;Der Baron / 2 Gast
PETER SONN;Der Chavalier / 6 Gast
BOGUSLAW BIDZINSKI;Ein zweifelhaftes Individuum
ANDREAS WINKLER;Erster Chorist
IGOR BAKAN;Zweiter Chorist
THOMAS TATZL;Polizist
KRESIMIR STRAZNAC;3 Gast
SHINYA KITAJIMA;4 Gast
PABLO RICARDO BERNSCH;5 Gast
ALEJANDRO LARRAGA;7 Gast
LEO NUCCI;Simon Boccanegra
RAFAL SIWEK;Jacopo Fiesco
SIMONE PIAZZOLLA;Paolo Albiani
PAOLO PECCHIOLI;Pietro
TAMAR IVERI;Maria Boccanegra (Amelia Grimaldi)
FRANCESCO MELI;Gabriele Adorno
LUCA CASALIN;Un capitano dei balestrieri
OLENA KHARACHKO;Unancella di Amelia
LAURA AIKIN;Lulu
NATASCHA PETRINSKY;Contessa Geschwitz/ Una guardarobiera del teatro
MAGDALENA ANNA HOFFMANN;Uno studente/Gromm
ROBERT WORLE;Il primario/il professore/ Il principe/il domestico/ Il marchese
ROMAN SADNIK;Il banchiere/Il direttore del teatro/ Il pittore/ un negro
STEPHEN WEST;Dottor Schon/Jack
THOMAS PIFFKA;Alwa
FRANZ MAZURA;Schigolch/un clown
RUDOLF ROSEN;Un domatore/un atleta
GIOVANNI LUCINI;Commissario di polizia
PERVIN CHAKAR;Una quindicenne
ROMINA TOMASONI;Sua madre
CLAUDIA BANDERA;Unarredatrice
VALDIS JANSONS;Un giornalista
BERTRAM KLAMP;Un domestico
VI LUKAS SCHMIDT;Knig Ludwig
BERNHARD BERCHTOLD;Adolar
EDITH HALLER;Euryanthe
ARMIN KOLARCZYK;Lysiart
CHRISTINE LIBOR;Eglantine
ZGECAN GENCER;Bertha
MICHAEL FISCHER;Rudolph BRIAN-
TINA EBERHARDT;Emma
ANNA CORVINO;Adina
JUAN FRANCISCO GATELL;Nemorino
GEZIM MYSHKETA;Belcore
MICHELE PERTUSI;Dottor Dulcamara
ANNA MARIA SARRA;Giannetta
GEORG ZEPPENFELD;Hermann, Landgraf von Thuringen
ROBERT DEAN SMITH;Tannhuser
ROMAN TERKEL;Wolfram von Eschennach
MARTIN HOMRICH;Walther der Vogelweide
ERNESTO PANNARIELLO;Biterolf
ENRICO COSSUTTA;Heinrich der Schreiber
PETRI LINDROSS;Reimar von Zweiter
ANJA HARTEROS;Elisabeth
JULIA GERTSEVA;Venus
ELENA CACCAMO;Ein junger Hirt
ELENA CACCAMO;Quattro paggi BARBARA MASSARO, NICOLO DE MAESTRI, MARIA ELEONORA CAMINADA,
MARIA ALEJANDRES;Juliette,
ELENA BELFIORE;Stphano,
FLORIANA SOVILLA;Gertrude,
PAOLO FANALE;Romo,
ANICIO ZORZI GIUSTINIANI;Tybald,
SALVATORE SCHIANO DI COLA;Benvolio,
MASSIMILIANO GAGLIARDO;Mercutio,
NICCOLO RIGANO;Paris,
DARIO GIORGELE;Grgorio,
LUCA DALLAMICO;Capulet,
ALESSANDRO SPINA;Frre Laurent,
MANRICO SIGNORINI;Le duc de Vrone,
DIDO AND AENEAS;
ANN HALLNBERG;Didone,
MARIA GRAZIA LO SCHIAVO;Belinda,
ORIAN KURTESHI;Seconda donna,
JULIANNE YOUNG;La maga,
SABRINA VIANELLO;Prima strega,
ELENA TRAVERSI;Seconda strega,
KRYSTIAN ADAM;Uno spirito/un marinaio,
MARLIN MILLER;Enea,
KARAS;Danzatori: Compagnia
MARIELLA DEVIA;Lucrezia Borgia
GIUSEPPE FILIANOTI;Gennaro
MARIANNA PIZZOLATO;Maffio Orsini
ALEX ESPOSITO;Il Duca Alfonso
MASSIMILIANO LUCIANI;Jeppo Liverotto, un usciere
CARLO GIACCHETTA;Oloferno Vitellozzo
GREGORY BONFATTI;Rustighello
ROBERTO GATTEI;Apostolo Gazella
STEFANO RINALDI MILIANI;Gubetta
GIANNI PACI;Ascanio Petrucci, un coppiere
FRANCESCO MELI;Idomeneo
GIUSEPPINA BRIDELLI;Idamante
BARBARA BARGNESI;Ilia
ANGELES BLANCAS GULIN;Elettra
ENEA SCALA;Arbace,
PAOLO CAUTERUCCIO;Gran Sacerdote di Nettuno,
SANDRO PUCCI;Voce delloracolo di Nettuno,
NADIA PIRAZZINI;Due cretesi, MARIA ADELE MAGNELLI,
GABRIELE LOMBARDI;Due troiani, ANDREA TABOGA,
ERWIN SCHROTT;Don Giovanni,
GEORG ZEPPENFELD;Il Commendatore,
CARMELA REMIGIO;Donna Anna,
JUAN FRANCISCO GATELL;Don Ottavio,
EMMA BELL;Donna Elvira,
ALEX ESPOSITO;Leporello,
VERONICA CANGEMI;Zerlina,
MIRKO PALAZZI;Masetto,
GIUSEPPE VERDI;Musica di
VITALIY BILYY;Conte di Luna,
KRISTIN LEWIS;Leonora,
ANNA SMIRNOVA;Azucena,
WALTER FRACCARO;Manrico,
ROBERTO TAGLIAVINI;Ferrando,
NATALIA ROMAN;Ines,
LUCA CASALIN;Ruiz,
ANTONIO MARANI;Vecchio zingaro,
ANTONIO FELTRACCO;Un messo,
ELENA MONTI;Soprano,
ANNA MARIA CHIURI;Mezzosoprano,
ALESSANDRO AVARONE;Oberon, Teseo,
PAOLA DE CRESCENZO;Titania, Ippolita,
LUCA NUCERA;Puck ,
FEDERICA BOGNETTI;Grande Fata,
